Student_ID,Age,Gender,Grade,Section,Math_Score,Science_Score,English_Score,Social_Score,Computer_Score,Attendance_Percentage,Study_Hours,Homework_Completion,Parent_Education,Family_Income,Transport_Mode,Distance_from_School_km,Extra_Curricular,Sports_Participation,Discipline_Record,Library_Usage,Internet_Access,Online_Class_Attendance,Health_Issues,Scholarship,Exam_Stress_Level,Teacher_Feedback,Peer_Interaction,Result_Status
2599,17,Male,10,A,54,35,59,69,38,71,2,Yes,Post Graduate,75221,Van,6.48,Sports,No,Average,Medium,No,Regular,Minor,Yes,Low,Average,Low,Pass
2600,5,Male,3,B,40,52,60,90,46,83,1,Yes,Graduate,98052,Van,2.45,Sports,No,Good,Medium,Yes,Regular,None,Yes,High,Average,High,Fail
2601,13,Female,4,C,49,74,67,59,35,97,2,Yes,High School,56232,Walk,3.69,Music,No,Average,Low,No,Regular,None,No,Low,Average,Low,Fail
2602,5,Female,6,B,37,73,49,48,92,82,1,No,High School,81906,Cycle,10.4,Sports,No,Average,Medium,No,Regular,Minor,No,Medium,Excellent,High,Pass
2603,16,Male,9,C,79,53,85,41,55,80,1,Yes,Graduate,34035,Cycle,8.5,None,Yes,Good,Low,Yes,Regular,Chronic,No,High,Excellent,Low,Pass
2604,10,Male,5,B,84,55,81,87,82,86,6,No,Graduate,98718,Bus,19.4,Dance,No,Good,Low,Yes,Regular,Minor,No,Low,Good,High,Pass
2605,16,Female,4,D,47,91,74,83,83,72,2,Yes,Post Graduate,23211,Cycle,15.15,Dance,No,Poor,Medium,Yes,Regular,Minor,No,Low,Good,High,Fail
2606,10,Female,5,A,53,42,52,93,96,92,6,Yes,Graduate,47209,Walk,19.05,Dance,Yes,Poor,Medium,No,Regular,None,Yes,Medium,Average,High,Pass
2607,6,Female,5,C,97,56,69,41,39,90,1,Yes,Post Graduate,20185,Walk,13.57,Sports,No,Poor,High,Yes,Regular,Chronic,No,Medium,Excellent,High,Pass
2608,15,Female,2,D,99,86,60,70,52,91,5,No,Post Graduate,24625,Walk,19.47,Sports,No,Average,Low,No,Irregular,None,No,Medium,Good,High,Fail
2609,13,Male,4,B,67,61,80,66,35,99,4,Yes,Graduate,70196,Bus,14.69,Sports,No,Poor,Medium,Yes,Irregular,Chronic,Yes,Medium,Good,High,Pass
2610,6,Female,11,C,91,62,74,39,52,68,7,No,High School,81163,Walk,13.23,Dance,No,Poor,Low,Yes,Irregular,None,Yes,High,Average,Medium,Pass
2611,16,Male,7,B,74,86,42,39,93,93,3,No,High School,40532,Bus,14.21,Sports,No,Good,Medium,Yes,Irregular,Minor,Yes,Low,Excellent,High,Fail
2612,17,Male,9,D,79,36,51,87,45,71,4,Yes,Post Graduate,95158,Van,8.86,Sports,No,Average,Medium,Yes,Irregular,Minor,Yes,Low,Average,Low,Fail
2613,7,Male,8,C,59,69,44,42,68,81,5,No,Graduate,18537,Van,2.66,None,No,Average,Low,Yes,Irregular,None,No,High,Excellent,Medium,Pass
2614,11,Female,6,D,83,54,41,63,50,73,6,Yes,Graduate,31904,Bus,18.44,Sports,No,Poor,Low,No,Regular,Chronic,No,Medium,Average,Medium,Pass
2615,6,Male,6,A,59,83,74,97,70,93,5,Yes,Graduate,51886,Walk,5.67,Music,No,Average,Medium,Yes,Regular,None,Yes,Medium,Good,High,Pass
2616,12,Male,10,B,68,50,90,61,82,74,4,Yes,Post Graduate,94060,Cycle,11.59,None,Yes,Average,High,Yes,Irregular,Minor,Yes,High,Excellent,Medium,Fail
2617,5,Female,11,B,95,63,73,52,93,65,7,No,High School,88658,Walk,2.73,None,Yes,Poor,Medium,Yes,Regular,None,No,Low,Average,Medium,Pass
2618,10,Female,9,D,80,70,56,73,35,60,1,No,Post Graduate,11659,Van,6.74,None,Yes,Average,Medium,No,Regular,None,Yes,High,Good,Medium,Pass
2619,15,Female,4,B,46,65,90,72,36,76,5,No,Graduate,45889,Bus,7.01,Dance,Yes,Good,Medium,No,Regular,Chronic,No,Low,Good,Low,Fail
2620,5,Male,11,B,65,61,91,70,96,77,7,Yes,Graduate,78710,Bus,3.56,Sports,No,Average,High,No,Irregular,Minor,Yes,Low,Excellent,Medium,Pass
2621,9,Male,7,A,73,82,67,85,93,66,4,Yes,Post Graduate,57532,Cycle,13.11,Music,No,Good,Low,No,Regular,Chronic,No,Low,Average,Low,Fail
2622,5,Male,11,D,94,75,85,45,80,82,4,No,Post Graduate,68505,Walk,16.43,Dance,No,Good,Medium,Yes,Irregular,None,Yes,Low,Good,High,Pass
2623,12,Male,10,B,81,43,71,78,48,90,7,No,High School,61860,Cycle,10.51,Sports,Yes,Good,Medium,Yes,Regular,Chronic,No,High,Excellent,High,Pass
2624,17,Male,2,D,54,59,54,56,78,77,4,Yes,Graduate,68167,Cycle,14.26,Music,Yes,Good,Low,No,Irregular,Chronic,No,Low,Good,Low,Pass
2625,13,Male,4,A,65,47,98,42,95,80,6,Yes,Post Graduate,83436,Walk,8.86,Dance,No,Good,Low,Yes,Regular,Minor,Yes,High,Excellent,Medium,Pass
2626,7,Male,7,A,60,37,44,41,68,88,1,No,Post Graduate,61524,Cycle,3.9,Dance,Yes,Average,Low,Yes,Irregular,Chronic,No,Low,Good,Low,Pass
2627,5,Male,6,A,38,64,99,90,39,77,5,Yes,Graduate,26067,Cycle,5.35,Dance,Yes,Poor,High,Yes,Regular,Chronic,No,Medium,Excellent,Medium,Fail
2628,13,Female,5,B,46,48,49,86,37,64,3,Yes,Graduate,57711,Bus,4.88,Sports,Yes,Poor,Medium,Yes,Regular,Minor,No,Low,Excellent,High,Fail
2629,5,Male,4,A,85,71,62,97,97,76,1,No,Post Graduate,45369,Van,5.98,Dance,No,Poor,High,Yes,Regular,Chronic,No,Medium,Average,Medium,Pass
2630,5,Female,5,D,42,91,51,39,92,96,2,Yes,High School,38643,Van,8.08,Sports,No,Good,Low,Yes,Regular,Chronic,Yes,Medium,Excellent,High,Fail
2631,10,Male,11,B,78,94,83,84,74,73,5,Yes,Post Graduate,90653,Walk,1.08,None,Yes,Average,High,No,Irregular,Chronic,No,Low,Average,Low,Fail
2632,16,Male,4,A,89,77,94,76,47,60,5,Yes,Post Graduate,72017,Cycle,11.66,Music,No,Poor,High,No,Irregular,Chronic,Yes,Low,Excellent,Medium,Fail
2633,16,Female,6,A,37,36,48,56,46,86,1,No,Post Graduate,94967,Walk,10.5,Sports,No,Average,Medium,Yes,Irregular,Minor,Yes,Medium,Average,Medium,Pass
2634,6,Female,6,A,60,54,89,80,49,63,2,Yes,Post Graduate,17238,Bus,1.16,Dance,Yes,Average,High,No,Irregular,Chronic,Yes,Medium,Average,Medium,Fail
2635,9,Female,8,B,92,67,91,93,68,63,3,No,High School,99944,Bus,18.11,Sports,Yes,Poor,Low,No,Regular,Chronic,Yes,Low,Excellent,Low,Pass
2636,8,Female,3,A,80,69,73,93,92,66,3,No,Post Graduate,31378,Van,7.95,Dance,No,Poor,Medium,Yes,Irregular,Chronic,No,Low,Average,Low,Pass
2637,10,Male,9,A,57,80,73,82,54,66,4,Yes,High School,85178,Walk,9.93,Dance,Yes,Poor,High,Yes,Irregular,None,No,Low,Good,High,Pass
2638,9,Female,7,D,63,95,84,65,98,71,4,No,Graduate,81125,Cycle,2.66,Music,No,Poor,Low,Yes,Irregular,Minor,Yes,Medium,Good,High,Pass
2639,12,Female,2,D,58,86,79,79,78,67,4,Yes,High School,25062,Cycle,11.28,Dance,Yes,Good,Medium,Yes,Regular,Minor,No,Low,Good,Medium,Fail
2640,12,Female,5,C,56,65,48,97,40,63,3,No,Graduate,33074,Bus,11.24,Sports,Yes,Average,High,Yes,Irregular,None,No,High,Excellent,High,Fail
2641,16,Female,4,C,50,50,50,37,45,66,5,No,Graduate,20894,Van,12.4,Sports,Yes,Average,High,No,Irregular,Minor,Yes,Medium,Good,High,Pass
2642,12,Male,2,D,81,61,82,77,59,91,4,Yes,Post Graduate,27552,Cycle,2.69,Music,No,Average,Low,No,Regular,Minor,Yes,Medium,Good,Medium,Pass
2643,17,Male,11,D,80,60,85,95,44,76,2,No,High School,50179,Walk,14.16,Dance,No,Good,Low,No,Regular,Minor,Yes,High,Excellent,High,Fail
2644,16,Female,8,D,73,96,87,94,58,74,5,No,High School,94447,Cycle,4.58,None,No,Poor,High,Yes,Regular,Minor,No,High,Good,Medium,Fail
2645,7,Male,9,A,65,77,69,35,53,88,4,Yes,Post Graduate,74155,Van,15.33,Dance,No,Good,Medium,No,Irregular,Minor,Yes,High,Average,Medium,Pass
2646,14,Female,4,A,80,77,67,47,98,70,3,No,High School,88164,Walk,19.44,Sports,No,Poor,High,Yes,Regular,None,No,High,Good,Low,Pass
2647,6,Male,2,A,46,85,97,39,96,68,7,No,Graduate,93306,Walk,5.97,Music,No,Good,Low,Yes,Regular,Chronic,No,Medium,Good,High,Fail
2648,10,Female,1,B,82,73,76,80,54,80,4,Yes,Post Graduate,87167,Cycle,2.19,Music,Yes,Average,Medium,No,Regular,None,No,Low,Average,Medium,Fail
2649,15,Female,1,C,48,77,99,93,99,66,3,No,Post Graduate,33354,Van,9.22,Dance,Yes,Average,Low,Yes,Regular,Chronic,Yes,High,Average,Medium,Pass
2650,7,Female,6,B,70,89,74,95,47,90,5,Yes,Graduate,33994,Walk,10.16,Dance,No,Poor,High,No,Regular,None,Yes,Medium,Good,Low,Pass
2651,5,Male,6,D,45,87,45,64,67,72,5,Yes,High School,10246,Bus,10.57,Dance,No,Good,Low,Yes,Irregular,None,No,Medium,Good,Low,Pass
2652,14,Male,9,A,47,81,69,50,63,65,2,Yes,Graduate,34416,Van,19.69,Music,Yes,Poor,Low,No,Regular,None,Yes,Low,Excellent,High,Pass
2653,13,Female,1,A,87,69,75,51,49,78,5,No,Graduate,56656,Walk,17.22,Sports,No,Good,High,No,Regular,None,Yes,Low,Good,Medium,Pass
2654,14,Male,8,D,84,42,92,56,57,62,7,No,High School,53690,Cycle,5.11,Music,No,Average,Low,Yes,Irregular,Minor,No,High,Average,Medium,Pass
2655,6,Male,11,A,80,68,41,93,77,84,1,Yes,Graduate,61711,Walk,16.45,Dance,Yes,Good,High,Yes,Irregular,None,Yes,Medium,Excellent,Medium,Fail
2656,11,Male,1,C,71,46,98,41,90,87,4,No,Post Graduate,30722,Van,2.26,Dance,No,Average,High,No,Irregular,Chronic,Yes,High,Excellent,Medium,Fail
2657,13,Male,12,A,99,37,49,41,74,61,4,No,High School,11718,Walk,8.53,None,No,Poor,High,No,Irregular,Chronic,No,High,Good,Low,Pass
2658,13,Female,2,B,48,40,71,95,46,72,4,No,High School,18243,Bus,4.74,Music,Yes,Poor,High,No,Regular,None,Yes,Medium,Average,High,Fail
2659,10,Male,8,B,82,69,42,81,69,98,6,No,High School,46539,Bus,13.36,None,No,Poor,Low,Yes,Regular,None,No,Low,Average,High,Pass
2660,16,Female,9,B,50,60,38,50,95,68,3,No,High School,37147,Bus,5.09,None,Yes,Poor,Low,Yes,Regular,Chronic,No,Low,Good,High,Pass
2661,7,Female,4,C,58,94,62,39,73,72,2,No,High School,21128,Bus,17.61,Dance,No,Average,Medium,No,Irregular,None,Yes,Medium,Good,Low,Fail
2662,10,Female,10,C,71,47,48,65,56,95,4,No,Post Graduate,58605,Walk,15.47,None,No,Poor,Medium,No,Regular,None,Yes,Low,Good,Low,Fail
2663,15,Male,11,A,36,93,46,52,35,92,1,Yes,Graduate,66375,Walk,14.37,Music,Yes,Poor,High,No,Regular,Chronic,Yes,Low,Good,High,Pass
2664,11,Male,11,C,79,94,48,96,79,64,7,Yes,High School,80736,Bus,3.13,Sports,Yes,Good,High,Yes,Irregular,Chronic,Yes,High,Good,High,Pass
2665,12,Female,3,A,40,90,55,63,91,64,7,Yes,Graduate,76101,Walk,17.47,Music,No,Good,Low,Yes,Irregular,Chronic,No,High,Excellent,Medium,Fail
2666,6,Female,11,B,68,86,62,79,98,70,7,Yes,Graduate,51993,Walk,18.36,Sports,Yes,Average,High,No,Regular,Minor,No,Low,Average,Low,Pass
2667,15,Female,8,B,89,37,76,70,88,83,2,No,Post Graduate,27728,Walk,15.61,Sports,No,Average,High,Yes,Regular,Minor,No,Medium,Good,Medium,Pass
2668,17,Male,5,D,73,80,57,85,36,85,7,No,Post Graduate,40449,Van,15.21,Dance,No,Poor,Low,Yes,Irregular,Chronic,No,Low,Excellent,High,Fail
2669,17,Male,12,B,50,90,55,72,72,65,6,No,High School,23403,Cycle,6.55,Sports,No,Average,Medium,No,Regular,None,No,Low,Average,High,Pass
2670,12,Female,9,B,52,43,91,60,47,76,6,No,Graduate,83169,Van,10.39,Dance,Yes,Average,Low,No,Regular,Chronic,Yes,Medium,Average,High,Pass
2671,12,Male,8,B,92,96,70,55,44,64,3,Yes,Graduate,22164,Van,10.51,Music,No,Good,Low,No,Regular,Minor,Yes,Medium,Good,High,Pass
2672,8,Male,7,D,94,49,42,52,38,88,6,Yes,Post Graduate,34530,Cycle,2.98,Dance,Yes,Poor,Low,No,Irregular,Chronic,No,High,Average,Medium,Fail
2673,17,Female,5,B,51,89,47,90,39,77,7,Yes,Graduate,63257,Cycle,12.49,Sports,No,Average,High,Yes,Irregular,Minor,Yes,High,Excellent,Medium,Pass
2674,5,Female,11,C,87,93,66,88,44,77,6,Yes,Post Graduate,78298,Walk,6.13,Dance,No,Good,Medium,Yes,Regular,Minor,Yes,Medium,Average,Medium,Pass
2675,17,Male,3,D,65,68,84,35,76,72,1,No,High School,32290,Bus,14.73,Music,No,Good,Low,No,Regular,Minor,No,Medium,Good,Low,Pass
2676,12,Female,8,C,36,72,75,85,93,68,7,No,High School,68281,Van,15.46,None,Yes,Average,Low,No,Regular,Minor,No,High,Excellent,Medium,Pass
2677,14,Male,1,D,38,41,75,60,86,92,2,No,High School,87698,Bus,15.82,Dance,Yes,Poor,Low,Yes,Irregular,None,Yes,High,Average,High,Pass
2678,15,Male,3,C,37,83,37,55,56,90,4,Yes,High School,61088,Van,1.87,Music,Yes,Average,Low,No,Irregular,Minor,No,Medium,Excellent,Low,Pass
2679,7,Male,3,B,52,62,63,36,84,94,3,No,Post Graduate,47866,Van,17.77,Dance,Yes,Average,High,Yes,Regular,Chronic,Yes,Medium,Excellent,Medium,Pass
2680,6,Female,1,C,87,62,40,58,45,91,6,Yes,Graduate,14008,Bus,7.64,Music,No,Average,Low,No,Irregular,Minor,Yes,High,Good,Medium,Pass
2681,9,Male,9,D,78,78,91,68,44,79,4,No,Post Graduate,27689,Van,6.45,Dance,No,Poor,Medium,Yes,Irregular,None,No,Low,Good,Medium,Fail
2682,10,Male,3,C,40,91,46,46,89,74,6,Yes,Graduate,73431,Walk,13.39,None,Yes,Average,Low,Yes,Regular,None,Yes,High,Average,Medium,Fail
2683,13,Female,4,A,76,56,43,89,66,71,2,No,High School,41863,Van,9.35,None,No,Average,High,Yes,Regular,Chronic,Yes,High,Average,Medium,Fail
2684,12,Female,4,B,56,58,68,73,63,76,6,Yes,Graduate,27252,Bus,16.04,Music,Yes,Average,Low,No,Regular,Chronic,Yes,High,Excellent,Low,Fail
2685,13,Male,12,D,99,64,62,42,63,85,7,No,Post Graduate,25195,Cycle,16.71,Dance,No,Average,High,Yes,Irregular,Chronic,No,Low,Good,Medium,Fail
2686,5,Male,6,D,40,48,70,38,37,70,2,No,High School,44685,Bus,2.9,Music,Yes,Good,Medium,Yes,Irregular,None,Yes,Low,Excellent,High,Pass
2687,9,Female,10,C,51,89,61,45,48,89,4,Yes,Graduate,90372,Cycle,11.16,Music,No,Average,Medium,Yes,Irregular,Minor,Yes,Low,Excellent,High,Pass
2688,16,Female,6,B,90,89,69,47,88,91,4,No,Post Graduate,24829,Bus,19.94,Sports,Yes,Poor,High,Yes,Irregular,None,No,Low,Excellent,Low,Pass
2689,8,Male,7,B,91,89,78,94,50,68,3,Yes,Post Graduate,16381,Van,8.91,Sports,Yes,Good,Low,Yes,Regular,Chronic,Yes,Low,Excellent,High,Fail
2690,11,Female,1,B,81,47,96,70,60,93,6,Yes,Post Graduate,87497,Van,6.12,None,No,Good,Medium,Yes,Regular,None,No,Low,Good,Medium,Pass
2691,14,Female,7,D,57,37,75,73,78,67,4,No,High School,20675,Cycle,12.35,None,No,Average,High,Yes,Irregular,Minor,No,High,Average,Low,Fail
2692,17,Female,1,A,55,35,66,96,39,63,4,No,Graduate,65429,Bus,2.24,Dance,No,Poor,Low,No,Irregular,Minor,No,Low,Average,High,Pass
2693,6,Male,7,A,54,35,89,73,63,74,2,No,Post Graduate,96078,Bus,13.9,Dance,Yes,Poor,Low,No,Regular,None,Yes,High,Average,Low,Fail
2694,12,Female,9,A,65,40,82,66,73,86,4,No,High School,36765,Bus,2.21,None,No,Poor,Medium,No,Regular,Minor,Yes,Medium,Excellent,High,Pass
2695,17,Male,7,A,96,85,97,97,94,67,4,No,High School,19288,Cycle,17.6,Dance,No,Good,High,Yes,Irregular,None,No,Low,Good,High,Fail
2696,15,Male,9,A,72,65,90,44,76,76,1,Yes,Graduate,62213,Van,8.45,Dance,No,Average,High,No,Regular,None,No,High,Good,Low,Fail
2697,9,Male,8,B,74,36,90,77,55,90,3,Yes,Graduate,42532,Bus,1.86,Sports,Yes,Good,Low,No,Irregular,None,No,Medium,Excellent,High,Fail
2698,5,Male,8,A,76,37,55,62,50,70,3,No,Post Graduate,48018,Cycle,10.93,None,No,Poor,Low,Yes,Irregular,None,Yes,High,Excellent,High,Fail
2699,11,Female,6,B,81,41,54,60,70,86,1,No,Post Graduate,92522,Cycle,5.14,None,Yes,Poor,Medium,Yes,Irregular,None,No,High,Excellent,Medium,Fail
2700,8,Male,7,C,65,97,76,87,44,93,6,No,High School,44277,Bus,3.3,Dance,Yes,Poor,High,No,Regular,Minor,No,Low,Excellent,Medium,Fail
2701,14,Female,10,A,43,53,84,91,53,94,2,No,High School,10202,Cycle,11.27,Music,No,Good,High,No,Irregular,Minor,Yes,Low,Excellent,High,Fail
2702,8,Male,5,D,52,73,78,62,48,74,5,No,Post Graduate,95913,Cycle,17.88,Dance,No,Good,Medium,No,Regular,Chronic,Yes,High,Excellent,Low,Fail
2703,17,Female,5,B,43,69,78,87,53,72,2,No,Post Graduate,83256,Bus,3.04,None,No,Poor,High,No,Regular,Chronic,Yes,High,Good,Low,Pass
2704,9,Female,6,C,86,59,83,91,69,69,2,No,Post Graduate,43881,Van,7.61,Dance,Yes,Good,Medium,Yes,Irregular,Chronic,Yes,Medium,Good,Medium,Pass
2705,7,Male,5,B,88,40,68,55,76,65,1,No,Graduate,60294,Bus,5.84,Dance,Yes,Average,High,Yes,Irregular,None,No,High,Excellent,High,Pass
2706,14,Female,12,A,58,37,47,38,70,88,4,Yes,High School,27850,Cycle,18.05,Dance,No,Good,High,Yes,Irregular,None,Yes,Medium,Good,Low,Pass
2707,15,Female,7,B,57,36,81,46,80,88,3,No,Post Graduate,12932,Walk,4.82,None,Yes,Average,High,No,Irregular,None,Yes,Low,Average,Medium,Fail
2708,15,Female,6,A,77,35,75,56,84,65,6,No,Post Graduate,99566,Cycle,9.31,Music,Yes,Good,High,Yes,Regular,Chronic,Yes,Low,Excellent,Low,Pass
2709,16,Male,8,B,50,80,80,47,64,75,4,Yes,Post Graduate,89495,Walk,14.54,None,Yes,Good,Medium,No,Irregular,Chronic,No,High,Average,Low,Fail
2710,11,Female,2,D,60,94,64,83,75,69,4,No,Graduate,40383,Bus,13.92,Dance,Yes,Good,Low,No,Regular,Minor,Yes,Low,Good,Low,Fail
2711,10,Male,4,C,81,48,90,99,35,79,7,Yes,Post Graduate,95136,Bus,3.46,Music,No,Average,High,Yes,Regular,None,No,Low,Excellent,High,Pass
2712,8,Female,1,B,60,85,79,59,64,80,7,No,Post Graduate,95116,Bus,1.7,Dance,No,Poor,Medium,No,Regular,Minor,Yes,Medium,Average,Low,Fail
2713,9,Male,8,B,58,38,74,92,70,99,2,Yes,Post Graduate,19944,Bus,1.41,Music,No,Poor,Low,No,Regular,None,Yes,Medium,Excellent,Medium,Pass
2714,6,Female,3,C,64,94,78,62,71,62,1,No,High School,82619,Van,15.67,Music,No,Average,Medium,Yes,Regular,Chronic,No,High,Excellent,Low,Fail
2715,8,Female,12,B,92,53,44,99,83,82,6,No,Post Graduate,91071,Bus,18.9,Dance,No,Good,High,Yes,Regular,Minor,No,High,Excellent,Medium,Fail
2716,9,Male,5,B,90,46,85,36,57,95,2,No,Post Graduate,91107,Bus,1.68,Dance,No,Good,Low,Yes,Regular,Minor,Yes,Low,Good,High,Fail
2717,17,Male,7,C,51,81,53,64,61,75,1,Yes,Post Graduate,68074,Van,19.01,Dance,No,Good,High,Yes,Irregular,None,Yes,High,Average,Low,Pass
2718,15,Female,8,B,59,91,38,44,84,97,3,Yes,Graduate,96120,Walk,4.82,Sports,No,Good,Low,Yes,Irregular,Chronic,Yes,Low,Average,Medium,Pass
2719,5,Male,10,D,53,87,94,56,80,97,7,No,Post Graduate,95062,Van,12.22,None,No,Average,Medium,No,Regular,Minor,Yes,Low,Excellent,Low,Pass
2720,13,Male,7,A,79,70,65,93,95,60,6,No,Post Graduate,74122,Bus,16.71,Music,No,Good,High,Yes,Irregular,None,Yes,Low,Excellent,Medium,Fail
2721,5,Female,12,C,96,61,59,98,47,70,5,Yes,Graduate,88407,Bus,1.67,None,No,Average,High,Yes,Irregular,None,No,Low,Average,Medium,Pass
2722,13,Male,3,C,37,44,90,42,75,74,3,No,Post Graduate,56919,Cycle,2.77,Sports,No,Good,Low,Yes,Regular,Minor,Yes,Medium,Excellent,Low,Pass
2723,16,Male,8,B,57,90,53,66,98,63,2,No,Post Graduate,67279,Cycle,16.78,Sports,Yes,Poor,Medium,Yes,Regular,None,No,Medium,Average,High,Pass
2724,16,Male,2,C,73,57,35,92,78,63,1,Yes,Post Graduate,68984,Walk,14.42,Sports,Yes,Poor,High,No,Irregular,Minor,Yes,High,Average,Low,Fail
2725,11,Female,11,C,35,78,87,82,94,63,2,Yes,High School,45320,Walk,0.92,Music,Yes,Average,Low,Yes,Irregular,Minor,No,Medium,Excellent,Medium,Fail
2726,10,Male,1,C,85,94,59,80,63,62,4,No,Graduate,48807,Van,5.42,Music,No,Good,High,No,Irregular,Minor,Yes,Low,Excellent,Low,Pass
2727,5,Female,6,D,82,84,95,88,38,91,6,Yes,Post Graduate,22426,Cycle,14.44,Sports,Yes,Average,High,No,Irregular,Chronic,Yes,Medium,Average,High,Pass
2728,8,Female,2,B,38,86,35,69,98,93,5,No,Graduate,73279,Walk,10.38,None,Yes,Average,Medium,Yes,Irregular,None,No,Medium,Good,Low,Pass
2729,17,Female,7,D,45,35,84,52,76,65,5,No,Graduate,10474,Walk,18.17,Music,Yes,Good,Low,Yes,Irregular,Chronic,Yes,Low,Excellent,High,Fail
2730,10,Female,4,D,38,94,58,90,42,98,5,No,Post Graduate,75974,Walk,13.37,Dance,No,Good,Medium,Yes,Regular,Chronic,No,Medium,Excellent,High,Pass
2731,11,Male,6,B,46,57,81,47,44,82,4,No,Graduate,26816,Cycle,2.53,Music,Yes,Poor,Low,No,Regular,None,No,High,Good,Medium,Fail
2732,13,Male,2,C,37,64,43,46,72,95,6,Yes,High School,55233,Walk,9.75,Dance,Yes,Good,High,No,Regular,Minor,No,Low,Average,Low,Fail
2733,7,Female,8,A,87,92,83,64,51,73,7,Yes,Post Graduate,10668,Cycle,19.71,Music,Yes,Good,Low,No,Irregular,Chronic,Yes,Medium,Average,Low,Pass
2734,10,Female,4,C,43,95,46,79,67,73,1,Yes,Post Graduate,55044,Cycle,16.61,Music,Yes,Good,Medium,No,Regular,Chronic,Yes,Low,Excellent,Medium,Pass
2735,7,Male,8,B,54,54,78,84,82,72,1,Yes,Graduate,77415,Walk,10.13,Dance,Yes,Good,Low,Yes,Irregular,Chronic,No,Low,Excellent,High,Fail
2736,12,Female,2,C,64,97,56,59,48,97,5,Yes,Graduate,48438,Van,17.59,None,No,Good,High,No,Irregular,Minor,No,Medium,Average,Low,Fail
2737,10,Male,4,C,91,84,36,69,87,70,2,Yes,Graduate,50020,Bus,14.78,Dance,No,Poor,High,No,Irregular,None,No,Low,Average,High,Pass
2738,9,Female,9,B,98,69,77,61,68,61,5,Yes,Graduate,83284,Van,16.96,None,No,Poor,Medium,No,Irregular,Minor,No,Low,Excellent,Low,Pass
2739,7,Female,1,A,84,85,52,97,92,65,3,Yes,High School,83222,Walk,17.75,None,No,Poor,Medium,Yes,Regular,Minor,No,Low,Good,High,Pass
2740,11,Female,12,B,65,40,54,56,55,99,3,Yes,Graduate,46157,Cycle,7.27,Sports,No,Average,Low,No,Irregular,Chronic,No,Low,Excellent,Low,Pass
2741,6,Male,1,A,82,76,83,99,38,65,4,Yes,Post Graduate,25576,Van,10.95,Sports,No,Good,Low,Yes,Irregular,Minor,No,Low,Good,Medium,Fail
2742,17,Female,7,C,94,76,35,84,49,91,7,No,High School,55859,Cycle,12.94,Sports,No,Poor,High,No,Regular,Chronic,Yes,High,Good,Medium,Fail
2743,6,Female,8,B,83,86,73,52,47,80,5,Yes,High School,21628,Walk,14.27,Music,No,Poor,Medium,Yes,Irregular,None,No,Medium,Good,Low,Fail
2744,11,Male,11,D,85,74,88,63,80,73,1,No,Post Graduate,53677,Walk,5.08,None,Yes,Poor,Low,Yes,Irregular,Chronic,No,Low,Average,High,Pass
2745,10,Female,6,D,86,97,92,49,59,63,5,Yes,Post Graduate,98383,Bus,8.62,Dance,Yes,Poor,High,No,Regular,Chronic,No,Low,Average,Low,Pass
2746,8,Female,10,D,96,88,94,64,41,96,2,Yes,Graduate,23571,Walk,10.96,Dance,Yes,Poor,High,Yes,Regular,None,Yes,Low,Average,Low,Fail
2747,7,Male,6,C,97,47,39,64,53,89,3,Yes,Graduate,24398,Bus,10.52,None,No,Poor,Low,No,Regular,Minor,No,Low,Good,Medium,Fail
2748,17,Female,1,A,99,93,85,35,70,70,3,Yes,Graduate,10347,Cycle,5.83,None,No,Poor,Medium,Yes,Irregular,Chronic,No,Low,Good,Low,Fail
2749,12,Male,10,D,78,68,55,46,52,78,3,Yes,High School,53560,Bus,11.03,Sports,No,Poor,Low,No,Regular,Chronic,No,Low,Average,Medium,Pass
2750,13,Male,6,A,68,66,98,91,35,80,7,Yes,Graduate,50660,Walk,7.59,None,Yes,Poor,High,No,Irregular,Minor,Yes,Medium,Good,Low,Pass
2751,10,Male,2,C,79,59,47,39,64,94,4,No,Post Graduate,23217,Walk,8.14,Sports,Yes,Good,Low,Yes,Irregular,Minor,Yes,Medium,Average,Medium,Fail
2752,12,Male,8,C,60,79,56,86,58,64,5,Yes,Post Graduate,18404,Bus,5.6,Dance,No,Average,High,Yes,Irregular,None,Yes,High,Good,High,Fail
2753,17,Male,4,B,53,42,64,78,37,73,7,Yes,Post Graduate,92065,Cycle,18.55,Sports,Yes,Average,Medium,No,Irregular,Chronic,Yes,Medium,Good,High,Fail
2754,15,Male,12,A,89,66,97,42,35,60,2,Yes,Graduate,92682,Walk,15.56,Music,Yes,Poor,Low,No,Regular,Minor,Yes,Low,Good,Low,Fail
2755,6,Female,5,B,90,78,89,50,55,91,4,No,Graduate,80901,Bus,4.46,Music,Yes,Good,Medium,No,Irregular,None,Yes,Medium,Good,Medium,Pass
2756,9,Male,3,B,80,70,86,99,43,64,6,No,High School,61700,Cycle,5.65,None,No,Average,High,No,Irregular,Minor,Yes,High,Good,Medium,Pass
2757,14,Male,3,C,71,64,88,92,67,65,7,Yes,High School,61387,Cycle,4.85,Sports,No,Average,Medium,No,Irregular,Minor,No,Low,Average,Medium,Pass
2758,12,Female,9,A,81,65,96,42,49,62,5,Yes,Graduate,18945,Van,11.15,Sports,Yes,Poor,Low,Yes,Regular,None,Yes,Low,Average,Low,Pass
